-31041,-27097,-18220,-1239,-24770,-40,-28714,-16428,-10539,-30681,-28883,-8661,-8232,-463,-2521,-6195,-299,-30669,-26580,-14287,-5670,-22997,-11987,-30503,-16596,-19411,-10711,-6089,-18221,-18995,-26666,-23766,-30681,-12335,-26423,-21291,-20689,-27092,-18388,-15058,-215,-12246,-27341,-8401,-22316,-17977,-24276,-16080,-460,-28722,-11477,-22740,-22729,-1836,-14545,-30677,-30423,-1748,-11720,-8490,-22569,-12507,-19754,-16678,-24277,-24361,-16597,-6444,-23849,-8150,-23078,-10705,-210,-6954,-28201,-26323,-24106,-1066,-31016,-9523
-4313,-23002,-32809,-2086,-963,-15833,-4311,-4053,-3798,-16602,-7977,-16679,-2008,-22482,-14629,-29391,-31529,-30415,-10198,-20527,-6106,-28712,-6102,-6182,-2006,-10025,-20697,-6090,-16085,-4302,-28968,-14808,-3621,-2258,-24522,-24022,-5420,-983,-14807,-6613,-26841,-216,-16431,-16939,-30505,-31033,-8407,-9171,-9008,-5328,-12328,-1495,-6451,-20180,-26156,-8663,-3801,-40,-16585,-14120,-6183,-5851,-24104,-1573,-2088,-11736,-2263,-18217,-26663,-11303,-20442,-4819,-10026,-1576,-14296,-7379,-6359,-21288,-20774,-22734
-8022,-16347,-7976,-24282,-14022,-18469,-2265,-2088,-12248,-24283,-2344,-4057,-24282,-27092,-4059,-12077,-11992,-26066,-11815,-26580,-18212,-18470,-22823,-22564,-3800,-16855,-24538,-5838,-12073,-31442,-3800,-27865,-20443,-16426,-22577,-17191,-12246,-16344,-23000,-15830,-31194,-10713,-28115,-24534,-16343,-32566,-31015,-14550,-466,-23507,-6104,-31015,-14288,-5847,-16169,-26585,-15578,-2599,-9010,-16089,-31014,-12578,-2521,-26404,-23334,-30426,-18136,-22487,-5849,-22489,-9252,-27689,-22312,-23001,-26406,-5672,-29401,-2520,-23770,-3886
-18191,-30682,-20180,-6183,-18744,-26918,-4136,-8149,-553,-10021,-7893,-20439,-26150,-10450,-26917,-32464,-14549,-25646,-23511,-16428,-7972,-16680,-32214,-30502,-14806,-14379,-16345,-22222,-4652,-26832,-20438,-22999,-10533,-4308,-9676,-18389,-9516,-5929,-31702,-22828,-29990,-15911,-22737,-2260,-10026,-4299,-3882,-21548,-27183,-19665,-11817,-28457,-16177,-12584,-8660,-2088,-1830,-22230,-4045,-32552,-3032,-2083,-3624,-16165,-4311,-21208,-20009,-24362,-22232,-32471,-22821,-5931,-11819,-24360,-14375,-12758,-24791,-27945,-10278,-28880
-26526,-4568,-6188,-12759,-14019,-10455,-12586,-8403,-30420,-32295,-28459,-3798,-10199,-2352,-31270,-6349,-16427,-8753,-10026,-2000,-18137,-13610,-3883,-22311,-8747,-14035,-24791,-14389,-21037,-8498,-22314,-3798,-12582,-30161,-12087,-3540,-28206,-17962,-3370,-16082,-14551,-7721,-6193,-24274,-16339,-28472,-20779,-22318,-20786,-17969,-26837,-3883,-16181,-30763,-4050,-23338,-28967,-20181,-28361,-3370,-14889,-14299,-28885,-2008,-32469,-214,-15061,-3283,-20521,-4393,-20185,-16593,-3282,-7893,-12841,-22227,-9514,-213,-28375,-5939
-21018,-11814,-10197,-2263,-16701,-10023,-30505,-30676,-9003,-12070,-26837,-553,-11991,-7888,-7897,-50,-12074,-562,-6442,-7631,-31014,-8745,-1748,-28376,-25131,-29994,-15832,-30665,-32467,-21043,-11990,-16086,-19929,-31023,-9782,-30421,-26577,-31018,-23849,-14123,-5671,-7127,-6094,-14802,-6187,-2501,-26666,-11986,-4045,-26929,-17878,-20693,-18122,-16940,-8146,-7978,-24103,-14889,-14903,-30678,-8233,-20260,-21801,-30425,-25386,-20264,-32297,-22229,-14294,-982,-25638,-32557,-24276,-27690,-2775,-17709,-21033,-20950,-7639,-204
-5855,-24539,-15912,-32805,-3781,-28965,-24358,-28456,-4312,-30683,-4648,-18137,-24614,-18644,-16164,-16686,-29144,-303,-1752,-6098,-30683,-4056,-28887,-28378,-9175,-4567,-26917,-20685,-12246,-24528,-7207,-20441,-18212,-15316,-26675,-2599,-8149,-14296,-27352,-9942,-26074,-18726,-26066,-11221,-12247,-28472,-8487,-8234,-20782,-18130,-39,-4135,-24625,-1750,-13525,-16344,-10714,-5927,-24884,-5593,-9945,-31779,-9254,-23003,-20440,-23513,-20696,-6359,-4646,-5849,-5924,-32554,-21719,-12504,-2265,-25898,-20697,-8231,-18725,-22319
-22560,-5595,-29142,-16601,-13112,-2085,-20440,-31958,-9768,-27611,-14806,-3800,-14810,-3795,-25307,-5585,-20776,-44,-30503,-26581,-6107,-10200,-27351,-4389,-6440,-10025,-32549,-15919,-16938,-21549,-29400,-19928,-10715,-1834,-22321,-2007,-14805,-30935,-14807,-22570,-20517,-28633,-14125,-24617,-20520,-22987,-31529,-26837,-19409,-24877,-22232,-15063,-24368,-30680,-24021,-5080,-14810,-16343,-17102,-22311,-25126,-18397,-9255,-1499,-11224,-19494,-20696,-13609,-32294,-17625,-9947,-24618,-10710,-14375,-13862,-31447,-22567,-23847,-26842,-32814
-12023,-26662,-21972,-6184,-26426,-26584,-26581,-30252,-2261,-22310,-2347,-8233,-6183,-29392,-26918,-16334,-16596,-20431,-25813,-8238,-28453,-14038,-27092,-14552,-9684,-24364,-5592,-9932,-16685,-18382,-1749,-30505,-12325,-6957,-4405,-29227,-21805,-13610,-30421,-28461,-30759,-16168,-24368,-17964,-6187,-10038,-16084,-25134,-29134,-8398,-23594,-16853,-10699,-2005,-6445,-7721,-18471,-2261,-16692,-20950,-14294,-14372,-10710,-27097,-13610,-7895,-29482,-24788,-7638,-26409,-6437,-24365,-25132,-28374,-6441,-212,-16086,-29141,-28456,-24782
-29096,-27687,-24107,-2007,-18626,-471,-28458,-18732,-14379,-24870,-29908,-12245,-2600,-2352,-8153,-2099,-10539,-28621,-12756,-14031,-8230,-18389,-13011,-28455,-28372,-14547,-3543,-14537,-10285,-14387,-28714,-22230,-12761,-6191,-22327,-27435,-20945,-27348,-26580,-14546,-1751,-18646,-18893,-14545,-31788,-9017,-31956,-25808,-6604,-25138,-16597,-27860,-24777,-4396,-6353,-26922,-28711,-12074,-8136,-10026,-26921,-8155,-16938,-18470,-17365,-21801,-22485,-12588,-27945,-10710,-22822,-24017,-8237,-5418,-28630,-19666,-16682,-5674,-24535,-10292
-201,-24282,-26921,-2086,-1596,-16345,-7895,-2346,-4054,-20954,-9513,-10023,-5671,-24530,-5413,-27087,-26326,-28878,-1833,-15919,-218,-32215,-14293,-550,-5590,-11561,-29222,-2507,-14549,-5838,-25128,-16600,-8229,-18386,-24778,-15830,-5420,-5847,-13527,-7637,-31193,-5927,-16431,-18219,-24361,-32569,-18135,-1235,-2096,-2512,-16424,-6440,-6195,-30164,-20268,-9943,-1497,-2519,-13769,-13096,-3623,-6619,-22824,-6437,-40,-15832,-215,-12329,-24359,-6951,-20186,-3795,-6186,-1832,-19160,-12499,-6615,-20520,-11558,-27854
-3910,-10203,-296,-28890,-18118,-22053,-8153,-471,-11480,-30427,-2519,-4313,-26330,-26836,-16091,-4141,-14552,-28882,-10279,-30420,-16420,-14630,-18215,-16676,-295,-14807,-18650,-12750,-4649,-29997,-9689,-31193,-17883,-22570,-23089,-16423,-10454,-17624,-24792,-18390,-30682,-6361,-23507,-30422,-22231,-28982,-32472,-18389,-3538,-31699,-11992,-31271,-17872,-2007,-15145,-28121,-11994,-39,-5426,-21209,-32806,-9762,-5593,-24356,-24614,-30501,-22745,-24279,-12505,-22489,-6436,-23849,-17448,-26841,-24614,-2600,-31270,-4057,-26586,-2350
-22817,-23514,-16852,-7975,-22072,-28198,-16424,-3882,-2006,-16933,-2090,-13015,-26841,-12241,-27098,-26831,-14293,-23342,-10199,-24364,-18468,-24616,-24534,-26585,-8149,-22571,-13529,-14542,-3884,-20176,-13782,-14551,-22565,-6187,-8140,-8149,-20524,-14121,-24534,-30764,-27097,-28200,-9937,-212,-10538,-4660,-11562,-31187,-28367,-11984,-17961,-29398,-22834,-20264,-468,-8488,-13094,-10454,-9266,-25815,-5847,-7971,-3880,-28453,-2856,-18904,-18473,-29738,-13016,-24023,-30426,-15916,-12843,-32040,-22311,-11222,-20183,-31190,-22311,-21200
-26269,-17368,-11820,-12247,-24003,-16599,-4394,-6099,-13867,-21209,-14124,-12246,-13783,-7728,-28966,-12237,-10027,-19249,-10794,-14288,-9689,-24618,-7723,-5927,-299,-14291,-31528,-21300,-4653,-4301,-16426,-2518,-16166,-29393,-15671,-5844,-29137,-27947,-1834,-24786,-20183,-22569,-12593,-30674,-16339,-20280,-18731,-27694,-30258,-6193,-30421,-2260,-4405,-26324,-14289,-32810,-26151,-25045,-22473,-213,-22569,-22235,-24874,-473,-21717,-5673,-26837,-1235,-12329,-809,-12249,-20945,-9938,-10965,-20777,-28972,-41,-4309,-24279,-7987
-9967,-38,-22229,-10711,-23869,-17703,-28374,-28716,-4138,-10790,-28714,-4392,-22231,-14544,-10201,-1074,-3285,-1485,-14634,-4303,-20518,-6102,-4564,-24280,-27435,-21802,-14296,-17974,-20267,-22322,-12246,-10198,-24537,-16175,-1737,-18730,-31277,-23081,-11305,-6443,-4056,-16343,-817,-11474,-1835,-5573,-32213,-27601,-7629,-23089,-25558,-18645,-6090,-22572,-16338,-6442,-24103,-4393,-8247,-29142,-3369,-26404,-26665,-32217,-16682,-8232,-24105,-29397,-16086,-297,-32473,-25902,-28372,-27690,-2088,-17709,-20521,-29142,-296,-8396
-7911,-20955,-20520,-26330,-5572,-30938,-28455,-29143,-552,-26843,-7208,-12505,-26918,-16084,-22820,-19246,-22744,-4399,-295,-210,-25307,-2343,-24535,-24794,-4567,-296,-30682,-16588,-18134,-22480,-13351,-16857,-24612,-11988,-31539,-8487,-5845,-10456,-28888,-4310,-20698,-20262,-16338,-6613,-1751,-30520,-12839,-11562,-24622,-16594,-3879,-3367,-24881,-4649,-10197,-14296,-7642,-16423,-31540,-217,-5593,-28124,-13863,-14555,-18648,-24281,-14552,-4311,-10534,-4825,-6436,-28117,-17622,-10456,-3878,-30250,-19929,-11559,-19237,-22319
-14593,-219,-26582,-11993,-18232,-2010,-28632,-28630,-8232,-18651,-16342,-12248,-20954,-9171,-26331,-46,-18728,-3372,-32551,-26837,-11995,-19928,-32808,-219,-8488,-5673,-25050,-2096,-18218,-9773,-26919,-14041,-16347,-2005,-20785,-8232,-18645,-21719,-5079,-16170,-14629,-30758,-18476,-30761,-18984,-27083,-20777,-32213,-26065,-24365,-15064,-26583,-21040,-26328,-30677,-4056,-18650,-8407,-25294,-13607,-28454,-20445,-6183,-36,-13272,-23590,-18904,-8745,-26662,-14041,-17115,-30506,-11222,-5927,-11558,-28119,-14375,-26407,-26586,-24366
-12537,-32473,-6099,-8407,-22330,-30503,-16854,-10540,-469,-20262,-15403,-6102,-15143,-10192,-24358,-29134,-14292,-23759,-28629,-16430,-18981,-28374,-29483,-9433,-23252,-16428,-8152,-4044,-2258,-26830,-16085,-30761,-7386,-8402,-5173,-22827,-12333,-5418,-22485,-20781,-30936,-20777,-26672,-16684,-8404,-12086,-18132,-26670,-32305,-48,-18986,-25045,-12235,-17109,-14637,-41,-14119,-7637,-6452,-29142,-32553,-15651,-1750,-25049,-298,-6103,-26154,-31019,-18391,-28713,-2010,-22061,-26156,-30761,-8407,-7467,-14550,-29909,-23336,-26574
-24616,-20774,-10027,-4904,-10178,-13864,-22997,-7981,-18475,-24614,-24020,-42,-10199,-10447,-10457,-12339,-11819,-24882,-22485,-8399,-294,-31530,-7892,-22744,-16339,-22227,-8151,-22473,-2514,-20787,-32213,-14293,-21721,-10543,-12599,-27179,-25809,-30251,-30677,-14546,-9687,-14806,-17869,-2001,-32812,-18745,-20436,-13776,-51,-24882,-16853,-28715,-31029,-14379,-302,-29994,-27352,-6443,-12744,-15914,-23337,-1316,-18986,-16166,-23509,-11561,-20181,-8492,-32470,-11221,-15910,-20689,-11821,-4138,-29142,-12498,-24618,-4309,-29143,-4404
-7911,-16346,-32214,-4135,-6204,-8153,-40,-3541,-1750,-14042,-8489,-19495,-1831,-16338,-16677,-24527,-26838,-31950,-6102,-24367,-986,-31272,-4054,-10278,-297,-9513,-21977,-4298,-26069,-5838,-30760,-10456,-14885,-45,-20170,-18134,-7980,-1832,-11991,-5589,-19161,-5671,-25135,-24875,-31958,-29637,-6358,-723,-12336,-208,-18216,-1064,-11571,-15060,-26924,-4311,-806,-2344,-15049,-18216,-4903,-1316,-28200,-5925,-4136,-10200,-1832,-18217,-27175,-12327,-12762,-2003,-13610,-3880,-7640,-4819,-471,-23848,-25894,-20430
