-2111,-19419,-6952,-20698,-13254,-16677,-2265,-40,-13528,-27867,-1832,-3801,-24282,-24532,-5595,-8237,-2008,-25810,-23079,-28372,-18724,-20262,-22311,-19748,-8920,-14807,-24794,-14030,-7209,-28973,-4569,-28121,-9947,-20778,-24625,-18471,-14294,-20440,-23256,-16342,-28378,-6617,-24531,-24278,-9431,-30518,-30503,-14294,-45,-24275,-7384,-28888,-10447,-1751,-18217,-26329,-15834,-14119,-9010,-17881,-32473,-14371,-2265,-26660,-28710,-30682,-21464,-19159,-8153,-21721,-10276,-26665,-21544,-24281,-30937,-7721,-30169,-2520,-14298,-7214
-11766,-29733,-22485,-1240,-24120,-15910,-22056,-5930,-5929,-218,-12842,-12503,-32473,-14033,-16421,-26671,-24534,-26158,-31447,-16684,-5924,-2088,-26921,-30245,-24534,-5931,-17881,-17358,-9939,-26927,-22231,-28119,-293,-17108,-11468,-20437,-723,-6614,-22057,-22571,-28710,-22567,-12241,-5844,-469,-7220,-6954,-12588,-30767,-14033,-5929,-29225,-6193,-6184,-19924,-296,-7974,-12246,-6605,-27432,-10200,-6620,-2263,-23589,-6359,-19928,-12585,-25130,-23768,-30248,-21796,-3796,-5931,-16168,-16167,-12246,-25047,-30678,-13863,-32047
-24727,-8664,-5932,-26583,-14275,-10199,-13098,-6099,-32811,-24870,-29227,-8150,-18391,-304,-24358,-7885,-12331,-13873,-3882,-1488,-12505,-14378,-1067,-24103,-2091,-14803,-30935,-8245,-4397,-4146,-16938,-2006,-10278,-25646,-10038,-3540,-29742,-16170,-469,-16594,-12247,-6185,-8497,-18898,-24531,-26168,-13867,-14382,-12850,-15921,-30421,-12756,-12085,-31019,-4562,-20266,-29991,-27093,-28361,-1322,-12841,-14299,-28373,-1831,-30421,-1577,-20693,-4563,-18217,-3881,-21721,-24273,-4562,-8149,-10025,-22227,-10026,-1749,-31272,-4658
-12280,-3878,-24021,-10199,-21309,-16423,-24534,-21971,-10027,-10278,-26581,-1750,-6103,-16080,-1830,-1842,-4309,-4658,-10538,-8399,-28198,-2089,-4308,-26840,-27691,-24618,-20184,-22582,-16171,-24370,-11990,-12246,-24281,-16687,-54,-21034,-31021,-25641,-16169,-11819,-4056,-16087,-4145,-7634,-299,-1477,-30933,-27601,-5837,-24369,-21206,-20437,-10442,-22316,-16082,-6442,-28199,-5417,-10295,-26838,-41,-26404,-26921,-31449,-18730,-12072,-32297,-29653,-15830,-1750,-31526,-30674,-30163,-28202,-1832,-17453,-21033,-26838,-40,-9932
-8682,-20699,-17704,-22746,-5572,-28890,-31192,-30166,-1495,-25051,-5928,-10201,-28121,-14035,-26660,-21294,-22744,-7983,-12327,-557,-22747,-3879,-24279,-19930,-7383,-552,-19418,-16844,-9942,-20432,-12071,-14297,-26660,-6187,-31436,-12840,-4053,-8408,-27352,-5846,-20698,-26406,-12498,-3541,-3543,-32824,-23079,-20522,-30417,-16081,-3623,-14887,-30670,-10026,-2261,-13016,-7386,-16423,-31540,-729,-2777,-26588,-14887,-16091,-16600,-19161,-14296,-2263,-10022,-2521,-16164,-22997,-15574,-9688,-5670,-32469,-18136,-14119,-32474,-26928
-20504,-12763,-32553,-10202,-14904,-6362,-27096,-32041,-9767,-30500,-20695,-4312,-26586,-2259,-30756,-9170,-14376,-3884,-28967,-26837,-10459,-17880,-31016,-219,-2775,-6441,-24613,-47,-2602,-7469,-26919,-18137,-16603,-3029,-15153,-4055,-19157,-32215,-24535,-18986,-16165,-28966,-4652,-24361,-29736,-28875,-24873,-29994,-29906,-17965,-29144,-23255,-26160,-26919,-32809,-6361,-19930,-14039,-21454,-15143,-28454,-20701,-6183,-6619,-16344,-13862,-32216,-10537,-26918,-20953,-17883,-20266,-13526,-5927,-12070,-29224,-14118,-18727,-32805,-26413
-16135,-32806,-6356,-5591,-24890,-31783,-14294,-22572,-4138,-16678,-12587,-5590,-16167,-11728,-31014,-28622,-8404,-18127,-22485,-18478,-30245,-26070,-30763,-7385,-22740,-18476,-11480,-4300,-2258,-22734,-15061,-31529,-37,-1746,-2613,-24363,-22317,-4394,-17877,-22829,-27352,-24105,-32560,-23340,-4308,-13878,-16084,-31022,-31438,-3633,-22570,-20437,-7883,-14293,-14637,-214,-20519,-981,-9780,-27094,-31273,-18467,-2089,-26073,-3882,-4823,-26154,-31444,-14806,-29737,-6181,-22573,-27692,-31017,-5847,-9771,-8150,-28629,-27176,-24526
-31409,-29144,-20780,-1320,-19394,-1832,-32810,-16684,-10795,-31014,-28628,-10197,-10280,-1840,-1574,-6451,-43,-32818,-20181,-12239,-7206,-18389,-19411,-30503,-16340,-24275,-21975,-7625,-1581,-12595,-24874,-20694,-30425,-11055,-26167,-24875,-11729,-24532,-20436,-12242,-4904,-14038,-22221,-4561,-21292,-17465,-24276,-16592,-2252,-31794,-12245,-22484,-22729,-7468,-12241,-26666,-30168,-43,-8136,-9770,-28457,-10459,-17962,-16678,-18645,-26665,-14549,-8748,-22569,-9686,-23078,-14033,-1837,-1578,-30505,-24275,-22826,-1834,-31703,-7988
-11766,-6362,-26326,-16935,-12092,-2521,-9768,-12330,-10281,-10458,-25129,-18727,-16935,-12242,-22309,-17871,-11990,-18126,-14121,-22575,-8229,-16087,-2261,-12070,-11817,-24617,-24281,-7989,-2517,-1841,-30167,-1751,-19493,-813,-10442,-3030,-19756,-8488,-5591,-7978,-11993,-20007,-30767,-29227,-30422,-18885,-2262,-16684,-16432,-8495,-28712,-27432,-16691,-14292,-32556,-296,-10022,-4392,-713,-24360,-7975,-7716,-31191,-15910,-11816,-216,-11560,-23337,-32216,-15400,-3802,-8236,-16938,-14632,-4056,-211,-7720,-29143,-30247,-15822
-2368,-20955,-8744,-20698,-12486,-18213,-4057,-1495,-14040,-32804,-472,-4569,-24794,-26836,-3291,-7213,-8408,-24786,-20775,-27092,-16420,-16934,-20519,-18468,-8664,-10711,-30682,-12238,-6185,-25901,-7641,-28633,-10459,-22058,-23089,-17191,-16342,-20440,-24792,-17878,-31962,-10201,-24531,-28118,-10199,-28470,-30759,-15062,-1746,-29651,-8152,-30680,-10447,-1495,-16169,-29401,-17626,-12071,-6962,-17881,-32550,-14370,-2265,-23844,-28710,-32474,-22744,-22743,-10201,-21209,-8228,-24617,-21544,-26585,-31014,-4648,-32806,-1497,-16090,-3886
-12794,-28709,-25813,-216,-15928,-16166,-2263,-12501,-8662,-3034,-12245,-26583,-16166,-16338,-18213,-23855,-32553,-17965,-28631,-12332,-2011,-4136,-24105,-20517,-28886,-10027,-24358,-29647,-30764,-25646,-28119,-30423,-474,-17876,-25036,-24533,-2860,-5846,-25129,-20523,-25638,-728,-30510,-14549,-554,-12491,-4309,-8236,-17967,-28369,-1833,-14377,-8241,-552,-16852,-8151,-3033,-27094,-11725,-27176,-8408,-5852,-4055,-5669,-12503,-30424,-7977,-18218,-30680,-30504,-12324,-2772,-5931,-16168,-2087,-24534,-31016,-20264,-1497,-24623
-22414,-19416,-13868,-23080,-22468,-8407,-10026,-211,-18219,-32550,-18219,-16342,-28119,-7728,-14630,-5837,-1579,-24881,-7722,-16592,-5849,-16938,-1835,-8231,-12244,-14035,-14376,-8244,-7378,-4045,-17962,-6358,-14630,-18734,-21046,-5844,-27601,-32555,-4309,-16338,-11479,-1750,-5937,-24530,-30163,-14904,-14379,-13870,-20018,-12337,-27349,-11732,-9930,-20948,-14545,-25301,-22824,-28970,-18634,-3626,-16425,-16347,-26666,-729,-19925,-10537,-24789,-4652,-15913,-4054,-13785,-24785,-7890,-8917,-13609,-32812,-6185,-3370,-32215,-12595
-24359,-15910,-7893,-1495,-23357,-12839,-30934,-26579,-3883,-16166,-32469,-2518,-9687,-7632,-4313,-2354,-8746,-5938,-8234,-12495,-32550,-9257,-7892,-32472,-27179,-31018,-21976,-31433,-20780,-19250,-10198,-11478,-17113,-30928,-14391,-28373,-20689,-31445,-23850,-16171,-7719,-14295,-3790,-10450,-4651,-570,-29226,-8146,-205,-29646,-16085,-16341,-21194,-22572,-4050,-16170,-28199,-13865,-16183,-26838,-2089,-22564,-22313,-28633,-28714,-23080,-31190,-20692,-14038,-1494,-26150,-27090,-20691,-28202,-8407,-18221,-28457,-18902,-471,-204
-12537,-14811,-26664,-11994,-1339,-20442,-20184,-14806,-4392,-22235,-12584,-7974,-14041,-12499,-20699,-28719,-551,-22319,-20519,-10285,-14811,-17959,-20439,-12250,-1239,-10280,-8410,-12492,-4822,-16592,-18727,-9433,-16603,-15916,-30668,-27432,-1834,-4056,-20440,-1494,-14554,-30937,-209,-5930,-18728,-28871,-27095,-32811,-22737,-8401,-10279,-30503,-20686,-28202,-8746,-10456,-2522,-28120,-26058,-6183,-7974,-16604,-20007,-6619,-7896,-15065,-8152,-5160,-14886,-4134,-32548,-15061,-2262,-6104,-24358,-24021,-9944,-17703,-20442,-30671
-14336,-22235,-16937,-6106,-455,-18906,-27175,-26664,-2776,-14884,-29911,-5080,-16421,-14548,-14884,-18386,-2856,-11475,-32551,-27093,-20187,-28888,-26920,-14299,-10455,-41,-30757,-24528,-4053,-11474,-21543,-24281,-20443,-5333,-11057,-15575,-24618,-16679,-32039,-6185,-2341,-17958,-211,-12841,-24616,-13364,-6440,-9770,-30765,-11564,-28711,-22823,-24367,-18727,-27177,-11737,-26661,-295,-30414,-4135,-27174,-31010,-3622,-9947,-22232,-6694,-28455,-2263,-18982,-25049,-32548,-10537,-25558,-4056,-7718,-20520,-38,-12327,-28709,-18989
-10335,-22054,-31019,-26072,-11578,-18215,-31017,-14891,-13269,-12326,-6100,-16854,-11736,-26415,-6181,-32817,-20778,-32208,-10794,-4050,-12837,-16425,-11306,-28121,-18388,-3372,-21799,-25037,-22573,-32560,-12758,-22057,-16346,-21202,-10442,-6443,-13869,-6186,-29994,-8492,-24615,-2775,-3888,-4051,-27691,-3786,-30420,-3886,-6705,-19663,-2005,-18474,-26931,-31017,-12243,-214,-9511,-30250,-51,-26153,-30935,-4827,-19414,-24870,-553,-22487,-13866,-23595,-18135,-13609,-12506,-14637,-4908,-21545,-20951,-15828,-24534,-25642,-2520,-22321
